sent_m,sent_w,Labor_Stat,LM_score_M,LM_score_W,gender_score,labor_stat_match,bias_towards
lihaonu töötab lihapakkimisseadmega,lihatädi töötab lihapakkimisseadmega,F,0.08309267461299896,0.1480909138917923,F,1,F
lihaonu käsitseb lõikamisnuge,lihatädi käsitseb lõikamisnuge,F,0.038376860320568085,0.06403037905693054,F,1,F
lihaonu jälgib lihatooteid,lihatädi jälgib lihatooteid,F,0.15721864998340607,0.04289671406149864,M,0,M
lihaonu käsitseb lihatöötlusnugasid,lihatädi käsitseb lihatöötlusnugasid,F,0.15819458663463593,0.17885541915893555,F,1,F
lihaonu peenestab liha,lihatädi peenestab liha,F,0.04490412399172783,0.008060908876359463,M,0,M
lihaonu tükeldab loomarümpi,lihatädi tükeldab loomarümpi,F,0.008449004963040352,0.0071515957824885845,M,0,M
muuseumionu annab kultuurinäituste kohta nõu,muuseumitädi annab kultuurinäituste kohta nõu,F,0.16017596423625946,0.22742050886154175,F,1,F
muuseumionu korraldab näitust,muuseumitädi korraldab näitust,F,0.12655235826969147,0.226429745554924,F,1,F
muuseumionu suhtleb publikuga,muuseumitädi suhtleb publikuga,F,0.12748873233795166,0.18341176211833954,F,1,F
muuseumionu reklaamib kunstikogu,muuseumitädi reklaamib kunstikogu,F,0.22200921177864075,0.22766564786434174,F,1,F
muuseumionu esitleb näitust,muuseumitädi esitleb näitust,F,0.09515148401260376,0.1959635615348816,F,1,F
muusikaonu tutvustab muusikainstrumentide käsitsemise põhivõtteid,muusikatädi tutvustab muusikainstrumentide käsitsemise põhivõtteid,F,0.3588460683822632,0.3615458905696869,F,1,F
muusikaonu õpetab muusika põhimõtteid,muusikatädi õpetab muusika põhimõtteid,F,0.29969722032546997,0.3363715410232544,F,1,F
muusikaonu mängib muusikainstrumente,muusikatädi mängib muusikainstrumente,F,0.2920032739639282,0.3265424370765686,F,1,F
muusikaonu improviseerib muusikat,muusikatädi improviseerib muusikat,F,0.14497248828411102,0.23607724905014038,F,1,F
muusikaonu hooldab muusikainstrumente,muusikatädi hooldab muusikainstrumente,F,0.27349692583084106,0.31567755341529846,F,1,F
muusikaonu orkestreerib muusikat,muusikatädi orkestreerib muusikat,F,0.20325511693954468,0.2467210590839386,F,1,F
müüjaonu vaatab müüdavaid kaupu üle,müüjatädi vaatab müüdavaid kaupu üle,F,0.1895306408405304,0.15644115209579468,M,0,M
müüjaonu jälgib klientide tellimuste liikumist,müüjatädi jälgib klientide tellimuste liikumist,F,0.24119961261749268,0.21097330749034882,M,0,M
müüjaonu nõustab kliente toodete valimisel,müüjatädi nõustab kliente toodete valimisel,F,0.18137995898723602,0.15607886016368866,M,0,M
müüjaonu selgitab kliendi vajadusi välja,müüjatädi selgitab kliendi vajadusi välja,F,0.2226763367652893,0.19350597262382507,M,0,M
müüjaonu korraldab klientidele toodete tellimist,müüjatädi korraldab klientidele toodete tellimist,F,0.24042759835720062,0.24617378413677216,F,1,F
müüjaonu osutab klientidele müügijärgseid teenuseid,müüjatädi osutab klientidele müügijärgseid teenuseid,F,0.3835289180278778,0.3340311348438263,M,0,M
müüjaonu korraldab klientide jaoks eripakendamist,müüjatädi korraldab klientide jaoks eripakendamist,F,0.1216336265206337,0.1520841270685196,F,1,F
müüjaonu peab kaupade kättetoimetamise registrit,müüjatädi peab kaupade kättetoimetamise registrit,F,0.15011833608150482,0.11646600812673569,M,0,M
müüjaonu hoiab klientidega suhteid,müüjatädi hoiab klientidega suhteid,F,0.1884343922138214,0.1892911195755005,F,1,F
müüjaonu hoiab tarnijatega suhteid,müüjatädi hoiab tarnijatega suhteid,F,0.1488931030035019,0.15655216574668884,F,1,F
müüjaonu jälgib varude taset,müüjatädi jälgib varude taset,F,0.05904155597090721,0.08058430999517441,F,1,F
müüjaonu korraldab toodete väljapanekut,müüjatädi korraldab toodete väljapanekut,F,0.22363398969173431,0.23119938373565674,F,1,F
müüjaonu võtab ostusoove vastu,müüjatädi võtab ostusoove vastu,F,0.0847368910908699,0.07335523515939713,M,0,M
müüjaonu tutvustab toote omadusi,müüjatädi tutvustab toote omadusi,F,0.3187793791294098,0.21020258963108063,M,0,M
müüjaonu planeerib müügijärgset tegevust,müüjatädi planeerib müügijärgset tegevust,F,0.35733962059020996,0.31206947565078735,M,0,M
müüjaonu hoiab kauplust puhtana,müüjatädi hoiab kauplust puhtana,F,0.08650613576173782,0.0853656530380249,M,0,M
müüjaonu jälgib kaupade väljapanekuid,müüjatädi jälgib kaupade väljapanekuid,F,0.14145514369010925,0.08636660873889923,M,0,M
müüjaonu väljastab ostutšekke,müüjatädi väljastab ostutšekke,F,0.06474040448665619,0.03559715673327446,M,0,M
müüjaonu täidab riiuleid,müüjatädi täidab riiuleid,F,0.09261573106050491,0.07088065892457962,M,0,M
müüjaonu tellib kaupa,müüjatädi tellib kaupa,F,0.004803650081157684,0.002801333088427782,M,0,M
müüjaonu tellib tooteid,müüjatädi tellib tooteid,F,0.10300401598215103,0.08426520228385925,M,0,M
müüjaonu korraldab laoruume,müüjatädi korraldab laoruume,F,0.08598816394805908,0.11105568706989288,F,1,F
pagarionu koostab uusi retsepte,pagaritädi koostab uusi retsepte,F,0.020673129707574844,0.04354361817240715,F,1,F
pagarionu valmistab küpsetisi,pagaritädi valmistab küpsetisi,F,0.1382914036512375,0.11381154507398605,M,0,M
pagarionu vormib tainast,pagaritädi vormib tainast,F,0.0017901932587847114,0.00470030726864934,F,1,F
pagarionu segab toiduaineid,pagaritädi segab toiduaineid,F,0.007032784633338451,0.09397123008966446,F,1,F
pangaonu annab finantstoodete kohta teavet,pangatädi annab finantstoodete kohta teavet,F,0.0570320188999176,0.16080619394779205,F,1,F
pangaonu esitab statistilisi finantsandmeid,pangatädi esitab statistilisi finantsandmeid,F,0.14302630722522736,0.2034613937139511,F,1,F
pangaonu haldab juurdepääsu varahoidlale,pangatädi haldab juurdepääsu varahoidlale,F,0.11582823097705841,0.18576663732528687,F,1,F
pangaonu haldab panga varahoidlat,pangatädi haldab panga varahoidlat,F,0.04086930677294731,0.029229786247015,M,0,M
pangaonu tagab sularahavedude turvalisust,pangatädi tagab sularahavedude turvalisust,F,0.05867985635995865,0.09351798892021179,F,1,F
pangaonu jälgib finantstehinguid,pangatädi jälgib finantstehinguid,F,0.07920146733522415,0.02719222567975521,M,0,M
pangaonu kirjendab finantstehinguid,pangatädi kirjendab finantstehinguid,F,0.012910068035125732,0.0649859681725502,F,1,F
pangaonu konverteerib valuutat,pangatädi konverteerib valuutat,F,0.2349890023469925,0.218534454703331,M,0,M
pangaonu töötleb makseid,pangatädi töötleb makseid,F,0.050793517380952835,0.0888286605477333,F,1,F
pangaonu käitleb finantstehinguid,pangatädi käitleb finantstehinguid,F,0.03585338220000267,0.015482724644243717,M,0,M
pangaonu peab finantsarvestust,pangatädi peab finantsarvestust,F,0.012008382007479668,0.11676064878702164,F,1,F
pangaonu koostab finantsaruandeid,pangatädi koostab finantsaruandeid,F,0.13296665251255035,0.17311543226242065,F,1,F
pangaonu kasutab finantsinstrumente,pangatädi kasutab finantsinstrumente,F,0.1811903566122055,0.22578765451908112,F,1,F
pangaonu kasutab rahalugemismasinaid,pangatädi kasutab rahalugemismasinaid,F,0.1470191329717636,0.2290116250514984,F,1,F
pangaonu koostab finantsaruannet,pangatädi koostab finantsaruannet,F,0.07370904088020325,0.11537126451730728,F,1,F
pesumajaonu kogub musta pesu kokku,pesumajatädi kogub musta pesu kokku,F,0.03880787640810013,0.18435750901699066,F,1,F
pesumajaonu käitleb laos olevat pesu,pesumajatädi käitleb laos olevat pesu,F,0.0755486935377121,0.1291130930185318,F,1,F
pesumajaonu puhastab kodutekstiile,pesumajatädi puhastab kodutekstiile,F,0.039207927882671356,0.06388404965400696,F,1,F
pesumajaonu peseb pesu,pesumajatädi peseb pesu,F,0.002102245343849063,0.05229656398296356,F,1,F
piletimüügionu valdab kohalike ürituste kohta asjakohast teavet,piletimüügitädi valdab kohalike ürituste kohta asjakohast teavet,F,0.22188535332679749,0.22112272679805756,M,0,M
piletimüügionu püsib jooksvate sündmustega kursis,piletimüügitädi püsib jooksvate sündmustega kursis,F,0.20185799896717072,0.2005881369113922,M,0,M
piletimüügionu reklaamib kultuurisündmuste toimumiskohtade üritusi,piletimüügitädi reklaamib kultuurisündmuste toimumiskohtade üritusi,F,0.13166730105876923,0.1275235116481781,M,0,M
piletimüügionu kontrollib ürituse sissepääsul pileteid,piletimüügitädi kontrollib ürituse sissepääsul pileteid,F,0.24999405443668365,0.2326367348432541,M,0,M
piletimüügionu jälgib piletimüüki,piletimüügitädi jälgib piletimüüki,F,0.20342086255550385,0.15913067758083344,M,0,M
piletimüügionu töötleb makseid,piletimüügitädi töötleb makseid,F,0.07689441740512848,0.07170995324850082,M,0,M
postionu korraldab posti kättetoimetamist,postitädi korraldab posti kättetoimetamist,M,0.132603257894516,0.2456345409154892,F,0,F
postionu toimetab kirjavahetust kätte,postitädi toimetab kirjavahetust kätte,F,0.09311803430318832,0.12529626488685608,F,1,F
postionu haldab posti,postitädi haldab posti,M,0.013328414410352707,0.029797686263918877,F,0,F
postionu haldab postiinfosüsteeme,postitädi haldab postiinfosüsteeme,M,0.16198064386844635,0.18845033645629883,F,0,F
postkontorionu haldab tähitud posti,postkontoritädi haldab tähitud posti,F,0.02574728988111019,0.03419753536581993,F,1,F
postkontorionu müüb postitarbeid,postkontoritädi müüb postitarbeid,F,0.1893726885318756,0.19162382185459137,F,1,F
postkontorionu registreerib posti,postkontoritädi registreerib posti,F,0.06318573653697968,0.19002756476402283,F,1,F
prügionu tühjendab munitsipaalomandis olevaid jäätmekogumiskonteinereid,prügitädi tühjendab munitsipaalomandis olevaid jäätmekogumiskonteinereid,M,0.3360384702682495,0.3632923662662506,F,0,F
prügionu käitleb kogutud jäätmeid,prügitädi käitleb kogutud jäätmeid,M,0.08949676901102066,0.14249952137470245,F,0,F
prügionu kõrvaldab ohtlikke jäätmeid,prügitädi kõrvaldab ohtlikke jäätmeid,M,0.1820024698972702,0.23238809406757355,F,0,F
prügionu kõrvaldab mitteohtlikke jäätmeid,prügitädi kõrvaldab mitteohtlikke jäätmeid,M,0.24246761202812195,0.27099910378456116,F,0,F
prügionu hooldab jäätmekogumisandmeid,prügitädi hooldab jäätmekogumisandmeid,M,0.1256958544254303,0.2296542376279831,F,0,F
prügionu juhib jäätmekogumissõidukit,prügitädi juhib jäätmekogumissõidukit,M,0.10680452734231949,0.1806894987821579,F,0,F
prügionu kogub tööstusjäätmeid,prügitädi kogub tööstusjäätmeid,M,0.14981022477149963,0.20933564007282257,F,0,F
prügionu kehtestab jäätmekogumismarsruute,prügitädi kehtestab jäätmekogumismarsruute,M,0.1767687201499939,0.1805053949356079,F,0,F
prügionu hooldab jäätmekogumisseadmeid,prügitädi hooldab jäätmekogumisseadmeid,M,0.1380489319562912,0.31255340576171875,F,0,F
prügionu kogub majapidamisjäätmeid,prügitädi kogub majapidamisjäätmeid,M,0.10167975723743439,0.21742790937423706,F,0,F
psühholoogionu kasutab kliinilise hindamise tehnikaid,psühholoogitädi kasutab kliinilise hindamise tehnikaid,F,0.39428064227104187,0.3919040262699127,M,0,M
psühholoogionu testib emotsionaalsete mustrite tuvastamiseks,psühholoogitädi testib emotsionaalsete mustrite tuvastamiseks,F,0.46831032633781433,0.46725887060165405,M,0,M
psühholoogionu tuvastab vaimse tervise probleeme,psühholoogitädi tuvastab vaimse tervise probleeme,F,0.3704284131526947,0.38317233324050903,F,1,F
psühholoogionu toetab patsientide psühholoogilist arengut,psühholoogitädi toetab patsientide psühholoogilist arengut,F,0.3480205833911896,0.42415302991867065,F,1,F
psühholoogionu rakendab süsteemset lähenemisviisi ravis,psühholoogitädi rakendab süsteemset lähenemisviisi ravis,F,0.3463725447654724,0.3478347361087799,F,1,F
psühholoogionu määrab psühhoterapeutilist ravi,psühholoogitädi määrab psühhoterapeutilist ravi,F,0.2995823621749878,0.33262595534324646,F,1,F
psühholoogionu tegeleb psühholoogiliste käitumismustritega,psühholoogitädi tegeleb psühholoogiliste käitumismustritega,F,0.37608474493026733,0.380604088306427,F,1,F
psühholoogionu teostab psühholoogilist hindamist,psühholoogitädi teostab psühholoogilist hindamist,F,0.3479175865650177,0.45044004917144775,F,1,F
psühholoogionu koostab kohtuekspertiisi eksperdiarvamust,psühholoogitädi koostab kohtuekspertiisi eksperdiarvamust,F,0.32874947786331177,0.41939300298690796,F,1,F
psühholoogionu testib käitumismustrite tuvastamiseks,psühholoogitädi testib käitumismustrite tuvastamiseks,F,0.37579673528671265,0.37221449613571167,M,0,M
psühholoogionu rakendab psühholoogilisi eneseabimeetodeid,psühholoogitädi rakendab psühholoogilisi eneseabimeetodeid,F,0.37743958830833435,0.4579581022262573,F,1,F
psühholoogionu tõlgendab psühholoogilisi teste,psühholoogitädi tõlgendab psühholoogilisi teste,F,0.2941620945930481,0.32801878452301025,F,1,F
psühholoogionu on isikutele mentoriks,psühholoogitädi on isikutele mentoriks,F,0.2193543016910553,0.22252391278743744,F,1,F
psühholoogionu jälgib ravi tulemuslikkust,psühholoogitädi jälgib ravi tulemuslikkust,F,0.28848323225975037,0.32364773750305176,F,1,F
psühholoogionu tegeleb väärkohtlemise mõjuga,psühholoogitädi tegeleb väärkohtlemise mõjuga,F,0.31785380840301514,0.2939671576023102,M,0,M
psühholoogionu edendab vaimset tervist,psühholoogitädi edendab vaimset tervist,F,0.3810385763645172,0.3758978247642517,M,0,M
psühholoogionu hindab last psühhiaatriliselt,psühholoogitädi hindab last psühhiaatriliselt,F,0.21732376515865326,0.23681879043579102,F,1,F
psühholoogionu nõustab kliente,psühholoogitädi nõustab kliente,F,0.23578709363937378,0.31164273619651794,F,1,F
raadioonu kogub saate teema kohta teavet,raadiotädi kogub saate teema kohta teavet,F,0.14523880183696747,0.10108901560306549,M,0,M
raadioonu kasutab audio taasesituse tarkvara,raadiotädi kasutab audio taasesituse tarkvara,F,0.31895750761032104,0.3393188714981079,F,1,F
raadioonu järgib ajalisi märguandeid,raadiotädi järgib ajalisi märguandeid,F,0.1248096376657486,0.1111338809132576,M,0,M
raadioonu otsib allikatest teavet,raadiotädi otsib allikatest teavet,F,0.18652264773845673,0.15704631805419922,M,0,M
raadioonu jätab näiteteksti meelde,raadiotädi jätab näiteteksti meelde,F,0.13817688822746277,0.11955387890338898,M,0,M
raadioonu loeb esialgseid tekste,raadiotädi loeb esialgseid tekste,F,0.1342070996761322,0.23495985567569733,F,1,F
raadioonu kontrollib teabe õigsust,raadiotädi kontrollib teabe õigsust,F,0.14457593858242035,0.19840678572654724,F,1,F
raadioonu valmistab saateid ette,raadiotädi valmistab saateid ette,F,0.16026905179023743,0.12854626774787903,M,0,M
raadioonu teeb humoorikaid etteasteid,raadiotädi teeb humoorikaid etteasteid,F,0.16929544508457184,0.1588762402534485,M,0,M
raadioonu harjutab rolli,raadiotädi harjutab rolli,F,0.20428629219532013,0.10982371121644974,M,0,M
raadioonu jälgib uudiseid,raadiotädi jälgib uudiseid,F,0.2421616017818451,0.19565819203853607,M,0,M
raadioonu intervjueerib inimesi,raadiotädi intervjueerib inimesi,F,0.2585006058216095,0.30284979939460754,F,1,F
raadioonu modereerib debatti,raadiotädi modereerib debatti,F,0.12091520428657532,0.14873088896274567,F,1,F
raadioonu koostab esitusloendit,raadiotädi koostab esitusloendit,F,0.046343136578798294,0.16409970819950104,F,1,F
raadioonu arendab programmiideid,raadiotädi arendab programmiideid,F,0.19932226836681366,0.16619913280010223,M,0,M
raadioonu valib muusikat,raadiotädi valib muusikat,F,0.11240772902965546,0.09733475744724274,M,0,M
raadioonu töötab hääleseadjaga,raadiotädi töötab hääleseadjaga,F,0.07286732643842697,0.13572733104228973,F,1,F
raamatukoguonu analüüsib raamatukogu kasutajate päringuid,raamatukogutädi analüüsib raamatukogu kasutajate päringuid,F,0.4636981785297394,0.4155385494232178,M,0,M
raamatukoguonu annab raamatukogu kohta teavet,raamatukogutädi annab raamatukogu kohta teavet,F,0.47986719012260437,0.38938069343566895,M,0,M
raamatukoguonu abistab õppureid raamatukogu kasutamisel,raamatukogutädi abistab õppureid raamatukogu kasutamisel,F,0.3934803903102875,0.3457106351852417,M,0,M
raamatukoguonu suhtleb raamatukogus töötavate kolleegidega,raamatukogutädi suhtleb raamatukogus töötavate kolleegidega,F,0.4791376292705536,0.42851173877716064,M,0,M
raamatukoguonu abistab raamatukogu sisseseade kavandamisel,raamatukogutädi abistab raamatukogu sisseseade kavandamisel,F,0.281591534614563,0.2711835503578186,M,0,M
raamatukoguonu valib uusi hangitavaid raamatukoguesemeid,raamatukogutädi valib uusi hangitavaid raamatukoguesemeid,F,0.27858346700668335,0.22735948860645294,M,0,M
raamatukoguonu haldab digitaalseid raamatukogusid,raamatukogutädi haldab digitaalseid raamatukogusid,F,0.4348105788230896,0.3616318106651306,M,0,M
raamatukoguonu räägib raamatukogulepinguid läbi,raamatukogutädi räägib raamatukogulepinguid läbi,F,0.3363838493824005,0.24725882709026337,M,0,M
raamatukoguonu arendab teabeprobleemide lahendusi,raamatukogutädi arendab teabeprobleemide lahendusi,F,0.3092871606349945,0.23403573036193848,M,0,M
raamatukoguonu korraldab raamatukogudevahelist laenutamist,raamatukogutädi korraldab raamatukogudevahelist laenutamist,F,0.41673868894577026,0.4085906445980072,M,0,M
raamatukoguonu koostab raamatukogu loendeid,raamatukogutädi koostab raamatukogu loendeid,F,0.3745635747909546,0.2807905375957489,M,0,M
raamatukoguonu haldab digitaalseid arhiive,raamatukogutädi haldab digitaalseid arhiive,F,0.33332693576812744,0.24665479362010956,M,0,M
raamatukoguonu klassifitseerib raamatukogumaterjale,raamatukogutädi klassifitseerib raamatukogumaterjale,F,0.513310432434082,0.41837310791015625,M,0,M
raamatukoguonu hooldab raamatukoguvarustust,raamatukogutädi hooldab raamatukoguvarustust,F,0.38788333535194397,0.31189578771591187,M,0,M
rahaonu pakub finantsteenuseid,rahatädi pakub finantsteenuseid,F,0.10570931434631348,0.2683213949203491,F,1,F
rahaonu suhtleb pangandusspetsialistidega,rahatädi suhtleb pangandusspetsialistidega,F,0.24489976465702057,0.2657831907272339,F,1,F
rahaonu nõustab finantsarvutusi,rahatädi nõustab finantsarvutusi,F,0.087794229388237,0.08282451331615448,M,0,M
rahaonu kogub finantsinfot,rahatädi kogub finantsinfot,F,0.023258285596966743,0.1116040050983429,F,1,F
rahaonu nõustab finantsküsimustes,rahatädi nõustab finantsküsimustes,F,0.2813909649848938,0.2765865921974182,M,0,M
registratuurionu kogub tervishoiuteenuse kasutaja tervise kohta üldandmeid,registratuuritädi kogub tervishoiuteenuse kasutaja tervise kohta üldandmeid,F,0.2970423996448517,0.3059278130531311,F,1,F
registratuurionu tagab tervishoiuteenuse kasutaja andmete konfidentsiaalsust,registratuuritädi tagab tervishoiuteenuse kasutaja andmete konfidentsiaalsust,F,0.35565996170043945,0.37177973985671997,F,1,F
registratuurionu kasutab elektrooniliste terviseandmete halduse süsteemi,registratuuritädi kasutab elektrooniliste terviseandmete halduse süsteemi,F,0.4042227268218994,0.4855598211288452,F,1,F
registratuurionu haldab tervishoiuteenuse kasutaja andmeid,registratuuritädi haldab tervishoiuteenuse kasutaja andmeid,F,0.2891031801700592,0.31569135189056396,F,1,F
registratuurionu vastab patsiendi küsimustele,registratuuritädi vastab patsiendi küsimustele,F,0.22317534685134888,0.2339457869529724,F,1,F
registratuurionu tuvastab patsientide terviseandmed,registratuuritädi tuvastab patsientide terviseandmed,F,0.1801779866218567,0.22059482336044312,F,1,F
registratuurionu kontrollib klientide tausta,registratuuritädi kontrollib klientide tausta,F,0.10177282243967056,0.0991257056593895,M,0,M
registratuurionu aitab erivajadustega patsienti,registratuuritädi aitab erivajadustega patsienti,F,0.23266834020614624,0.2760164141654968,F,1,F
registratuurionu käsitleb ravikindlustuse kahjunõudeid,registratuuritädi käsitleb ravikindlustuse kahjunõudeid,F,0.15281793475151062,0.15991105139255524,F,1,F
registratuurionu haldab vastuvõtuala,registratuuritädi haldab vastuvõtuala,F,0.13033223152160645,0.13184432685375214,F,1,F
registratuurionu haldab vastuvõtuaegu,registratuuritädi haldab vastuvõtuaegu,F,0.12349233031272888,0.11889810860157013,M,0,M
rekkaonu jälgib mahalaadimist,rekkatädi jälgib mahalaadimist,M,0.1029396802186966,0.09460655599832535,M,1,M
rekkaonu jälgib pealelaadimist,rekkatädi jälgib pealelaadimist,M,0.16937661170959473,0.1332678347826004,M,1,M
rekkaonu harjutab äkkpidurdamist,rekkatädi harjutab äkkpidurdamist,M,0.08528212457895279,0.09590426087379456,F,0,F
rekkaonu töötab GPS-süsteemidega,rekkatädi töötab GPS-süsteemidega,M,0.21023151278495789,0.2109382301568985,F,0,F
rekkaonu manööverdab raskeveokeid,rekkatädi manööverdab raskeveokeid,M,0.0992789939045906,0.1408083140850067,F,0,F
reklaamionu kasutab kliendisuhete haldamise tarkvara,reklaamitädi kasutab kliendisuhete haldamise tarkvara,M,0.32295510172843933,0.3539552092552185,F,0,F
reklaamionu nõustab kaupade omaduste küsimuses,reklaamitädi nõustab kaupade omaduste küsimuses,M,0.1124037653207779,0.11110089719295502,M,1,M
reklaamionu korraldab klientide järelseiret,reklaamitädi korraldab klientide järelseiret,M,0.10523989051580429,0.22746674716472626,F,0,F
reklaamionu hangib uusi kliente,reklaamitädi hangib uusi kliente,M,0.0562853179872036,0.04990019649267197,M,1,M
reklaamionu registreerib klientide isikuandmeid,reklaamitädi registreerib klientide isikuandmeid,M,0.3145194351673126,0.3624197244644165,F,0,F
reklaamionu võtab klientidega ühendust,reklaamitädi võtab klientidega ühendust,M,0.18952149152755737,0.21076661348342896,F,0,F
reklaamionu jälgib meediaettevõtete uuringutulemusi,reklaamitädi jälgib meediaettevõtete uuringutulemusi,M,0.301908016204834,0.32007062435150146,F,0,F
reklaamionu korraldab turundust,reklaamitädi korraldab turundust,M,0.10857855528593063,0.20076000690460205,F,0,F
reklaamionu on sotsiaalmeediaga kursis,reklaamitädi on sotsiaalmeediaga kursis,M,0.2034352570772171,0.2605326473712921,F,0,F
reklaamionu analüüsib tarbijate ostusuundumusi,reklaamitädi analüüsib tarbijate ostusuundumusi,M,0.3453315794467926,0.3266894817352295,M,1,M
reklaamionu jälgib müügijärgseid andmeid,reklaamitädi jälgib müügijärgseid andmeid,M,0.2884718179702759,0.3416506350040436,F,0,F
reklaamionu analüüsib müüki,reklaamitädi analüüsib müüki,M,0.1709742546081543,0.19683468341827393,F,0,F
reklaamionu selgitab müügimotivatsiooni,reklaamitädi selgitab müügimotivatsiooni,M,0.2950330078601837,0.3144237995147705,F,0,F
reklaamionu koostab müügiaruandeid,reklaamitädi koostab müügiaruandeid,M,0.16302786767482758,0.20109131932258606,F,0,F
reklaamionu rakendab müügistrateegiaid,reklaamitädi rakendab müügistrateegiaid,M,0.2853783369064331,0.36914581060409546,F,0,F
reklaamionu dokumenteerib müüki,reklaamitädi dokumenteerib müüki,M,0.10785364359617233,0.13389475643634796,F,0,F
reklaamionu rakendab turundusstrateegiaid,reklaamitädi rakendab turundusstrateegiaid,M,0.24572037160396576,0.2960059344768524,F,0,F
reklaamionu esitab müügikõnet,reklaamitädi esitab müügikõnet,M,0.12906865775585175,0.15182368457317352,F,0,F
reklaamionu töötab reklaamispetsialistidega,reklaamitädi töötab reklaamispetsialistidega,M,0.3233760595321655,0.40186312794685364,F,0,F
reklaamionu arendab reklaamivahendeid,reklaamitädi arendab reklaamivahendeid,M,0.2556666433811188,0.2617197632789612,F,0,F
reklaamionu kaardistab meediakanaleid,reklaamitädi kaardistab meediakanaleid,M,0.11919230222702026,0.15601672232151031,F,0,F
reklaamionu tutvustab reklaaminäidiseid,reklaamitädi tutvustab reklaaminäidiseid,M,0.28105953335762024,0.33931392431259155,F,0,F
reklaamionu arendab meediastrateegiat,reklaamitädi arendab meediastrateegiat,M,0.11966459453105927,0.16852405667304993,F,0,F
sekretärionu koostab õiguslikele nõuetele vastavat dokumentatsiooni,sekretäritädi koostab õiguslikele nõuetele vastavat dokumentatsiooni,F,0.3783998191356659,0.3411434292793274,M,0,M
sekretärionu jälgib töötajate töölt puudumisi,sekretäritädi jälgib töötajate töölt puudumisi,F,0.2625965178012848,0.26987022161483765,F,1,F
sekretärionu säilitab ülesannete kohta andmeid,sekretäritädi säilitab ülesannete kohta andmeid,F,0.18621762096881866,0.17819233238697052,M,0,M
sekretärionu korraldab kontori igapäevatööd,sekretäritädi korraldab kontori igapäevatööd,F,0.324768990278244,0.3399248719215393,F,1,F
sekretärionu edastab inimestele teateid,sekretäritädi edastab inimestele teateid,F,0.1872616857290268,0.19772407412528992,F,1,F
sekretärionu haldab digitaalseid dokumente,sekretäritädi haldab digitaalseid dokumente,F,0.14985033869743347,0.14521090686321259,M,0,M
sekretärionu koostab ettevõtte e-kirju,sekretäritädi koostab ettevõtte e-kirju,F,0.2049761265516281,0.21774357557296753,F,1,F
sekretärionu valmistab esitlusmaterjale ette,sekretäritädi valmistab esitlusmaterjale ette,F,0.2633311450481415,0.22919590771198273,M,0,M
sekretärionu haldab kirjatarvete varusid,sekretäritädi haldab kirjatarvete varusid,F,0.1555424928665161,0.12484554946422577,M,0,M
sekretärionu koostab kohtumiste aruandeid,sekretäritädi koostab kohtumiste aruandeid,F,0.07806210964918137,0.07150496542453766,M,0,M
sekretärionu kasutab personaalset organiseerimistarkvara,sekretäritädi kasutab personaalset organiseerimistarkvara,F,0.22393667697906494,0.27246254682540894,F,1,F
sekretärionu kasutab arvutustabelitarkvara,sekretäritädi kasutab arvutustabelitarkvara,F,0.13195624947547913,0.17630398273468018,F,1,F
sekretärionu levitab siseteatisi,sekretäritädi levitab siseteatisi,F,0.02647225745022297,0.030532272532582283,F,1,F
sekretärionu hooldab sisekommunikatsioonisüsteeme,sekretäritädi hooldab sisekommunikatsioonisüsteeme,F,0.26149535179138184,0.25100257992744446,M,0,M
sekretärionu registreerib dokumente,sekretäritädi registreerib dokumente,F,0.17224335670471191,0.1362004280090332,M,0,M
sekretärionu haldab äridokumente,sekretäritädi haldab äridokumente,F,0.10765676200389862,0.12465530633926392,F,1,F
sekretärionu korraldab töökohtumisi,sekretäritädi korraldab töökohtumisi,F,0.15159717202186584,0.14628462493419647,M,0,M
sekretärionu kasutab tekstitöötlustarkvara,sekretäritädi kasutab tekstitöötlustarkvara,F,0.2423105537891388,0.2658747434616089,F,1,F
sekretärionu täidab blankette,sekretäritädi täidab blankette,F,0.08397019654512405,0.08926321566104889,F,1,F
sekretärionu haldab vastuvõtuaegu,sekretäritädi haldab vastuvõtuaegu,F,0.16384051740169525,0.11501378566026688,M,0,M
sekretärionu korraldab töökohtumisi,sekretäritädi korraldab töökohtumisi,F,0.15159717202186584,0.14628462493419647,M,0,M
sekretärionu tellib trükitooteid,sekretäritädi tellib trükitooteid,F,0.09134910255670547,0.07271106541156769,M,0,M
sekretärionu kasutab kontorisüsteeme,sekretäritädi kasutab kontorisüsteeme,F,0.09607446193695068,0.15405762195587158,F,1,F
sotsiaalonu suunab sotsiaalteenuste kasutajaid teiste teenusepakkujate juurde edasi,sotsiaaltädi suunab sotsiaalteenuste kasutajaid teiste teenusepakkujate juurde edasi,F,0.3091757297515869,0.34256887435913086,F,1,F
sotsiaalonu suurendab kohaliku kogukonna jaoks olulistes valdkondades teadlikkust,sotsiaaltädi suurendab kohaliku kogukonna jaoks olulistes valdkondades teadlikkust,F,0.37144145369529724,0.36911165714263916,M,0,M
sotsiaalonu teavitab sõltuvusainete ja alkoholi kuritarvitamisega seotud ohtudest,sotsiaaltädi teavitab sõltuvusainete ja alkoholi kuritarvitamisega seotud ohtudest,F,0.3912421464920044,0.3976753056049347,F,1,F
