,sent_w,sent_m,preferredLabel_en,Labor_Stat,n_words,term_root,has_duplicates
662,pangatädi jälgib finantstehinguid,pangaonu jälgib finantstehinguid,trace financial transactions,F,2,panga,False
663,pangatädi kirjendab finantstehinguid,pangaonu kirjendab finantstehinguid,maintain records of financial transactions,F,2,panga,False
664,pangatädi konverteerib valuutat,pangaonu konverteerib valuutat,convert currency,F,2,panga,False
665,pangatädi töötleb makseid,pangaonu töötleb makseid,process payments,F,2,panga,True
666,pangatädi käitleb finantstehinguid,pangaonu käitleb finantstehinguid,handle financial transactions,F,2,panga,False
667,pangatädi peab finantsarvestust,pangaonu peab finantsarvestust,maintain financial records,F,2,panga,False
668,pangatädi koostab finantsaruandeid,pangaonu koostab finantsaruandeid,prepare financial statements,F,2,panga,False
669,pangatädi kasutab finantsinstrumente,pangaonu kasutab finantsinstrumente,operate financial instruments,F,2,panga,False
670,pangatädi kasutab rahalugemismasinaid,pangaonu kasutab rahalugemismasinaid,operate money-processing machine,F,2,panga,False
671,pangatädi koostab finantsaruannet,pangaonu koostab finantsaruannet,create a financial report,F,2,panga,False
672,pesumajatädi kogub musta pesu kokku,pesumajaonu kogub musta pesu kokku,collect items for laundry service,F,4,pesumaja,False
673,pesumajatädi käitleb laos olevat pesu,pesumajaonu käitleb laos olevat pesu,handle linen in stock,F,4,pesumaja,False
674,pesumajatädi puhastab kodutekstiile,pesumajaonu puhastab kodutekstiile,clean household linens,F,2,pesumaja,False
675,pesumajatädi peseb pesu,pesumajaonu peseb pesu,wash the laundry,F,2,pesumaja,False
676,piletimüügitädi valdab kohalike ürituste kohta asjakohast teavet,piletimüügionu valdab kohalike ürituste kohta asjakohast teavet,keep up to date on local events,F,6,piletimüügi,False
677,piletimüügitädi püsib jooksvate sündmustega kursis,piletimüügionu püsib jooksvate sündmustega kursis,stay up-to-date with current events,F,4,piletimüügi,False
678,piletimüügitädi reklaamib kultuurisündmuste toimumiskohtade üritusi,piletimüügionu reklaamib kultuurisündmuste toimumiskohtade üritusi,promote cultural venue events,F,4,piletimüügi,False
679,piletimüügitädi kontrollib ürituse sissepääsul pileteid,piletimüügionu kontrollib ürituse sissepääsul pileteid,check tickets at venue entry,F,4,piletimüügi,False
680,piletimüügitädi jälgib piletimüüki,piletimüügionu jälgib piletimüüki,monitor ticketing,F,2,piletimüügi,False
681,piletimüügitädi töötleb makseid,piletimüügionu töötleb makseid,process payments,F,2,piletimüügi,True
682,postitädi korraldab posti kättetoimetamist,postionu korraldab posti kättetoimetamist,organise mail deliveries,M,3,posti,False
683,postitädi toimetab kirjavahetust kätte,postionu toimetab kirjavahetust kätte,deliver correspondence,F,3,posti,False
684,postitädi haldab posti,postionu haldab posti,handle mail,M,2,posti,False
685,postitädi haldab postiinfosüsteeme,postionu haldab postiinfosüsteeme,operate mailing information systems,M,2,posti,False
686,postkontoritädi haldab tähitud posti,postkontorionu haldab tähitud posti,handle registered mail,F,3,postkontori,False
687,postkontoritädi müüb postitarbeid,postkontorionu müüb postitarbeid,sell post office products,F,2,postkontori,False
688,postkontoritädi registreerib posti,postkontorionu registreerib posti,register mail,F,2,postkontori,False
689,prügitädi tühjendab munitsipaalomandis olevaid jäätmekogumiskonteinereid,prügionu tühjendab munitsipaalomandis olevaid jäätmekogumiskonteinereid,empty community waste collection bins,M,4,prügi,False
690,prügitädi käitleb kogutud jäätmeid,prügionu käitleb kogutud jäätmeid,manage waste rock,M,3,prügi,False
691,prügitädi kõrvaldab ohtlikke jäätmeid,prügionu kõrvaldab ohtlikke jäätmeid,dispose of hazardous waste,M,3,prügi,False
692,prügitädi kõrvaldab mitteohtlikke jäätmeid,prügionu kõrvaldab mitteohtlikke jäätmeid,dispose of non-hazardous waste,M,3,prügi,False
693,prügitädi hooldab jäätmekogumisandmeid,prügionu hooldab jäätmekogumisandmeid,maintain waste collection records,M,2,prügi,False
694,prügitädi juhib jäätmekogumissõidukit,prügionu juhib jäätmekogumissõidukit,drive waste collection vehicle,M,2,prügi,False
695,prügitädi kogub tööstusjäätmeid,prügionu kogub tööstusjäätmeid,collect industrial waste,M,2,prügi,False
696,prügitädi kehtestab jäätmekogumismarsruute,prügionu kehtestab jäätmekogumismarsruute,establish waste collection routes,M,2,prügi,False
697,prügitädi hooldab jäätmekogumisseadmeid,prügionu hooldab jäätmekogumisseadmeid,maintain refuse collection equipment,M,2,prügi,False
698,prügitädi kogub majapidamisjäätmeid,prügionu kogub majapidamisjäätmeid,collect domestic waste,M,2,prügi,False
699,psühholoogitädi kasutab kliinilise hindamise tehnikaid,psühholoogionu kasutab kliinilise hindamise tehnikaid,use clinical assessment techniques,F,4,psühholoogi,False
700,psühholoogitädi testib emotsionaalsete mustrite tuvastamiseks,psühholoogionu testib emotsionaalsete mustrite tuvastamiseks,test for emotional patterns,F,4,psühholoogi,False
701,psühholoogitädi tuvastab vaimse tervise probleeme,psühholoogionu tuvastab vaimse tervise probleeme,identify mental health issues,F,4,psühholoogi,False
702,psühholoogitädi toetab patsientide psühholoogilist arengut,psühholoogionu toetab patsientide psühholoogilist arengut,support patients to understand their conditions,F,4,psühholoogi,False
703,psühholoogitädi rakendab süsteemset lähenemisviisi ravis,psühholoogionu rakendab süsteemset lähenemisviisi ravis,apply systemic therapy,F,4,psühholoogi,False
704,psühholoogitädi määrab psühhoterapeutilist ravi,psühholoogionu määrab psühhoterapeutilist ravi,prescribe psychotherapeutic treatment,F,3,psühholoogi,False
705,psühholoogitädi tegeleb psühholoogiliste käitumismustritega,psühholoogionu tegeleb psühholoogiliste käitumismustritega,work with patterns of psychological behaviour,F,3,psühholoogi,False
706,psühholoogitädi teostab psühholoogilist hindamist,psühholoogionu teostab psühholoogilist hindamist,conduct psychological assessement,F,3,psühholoogi,False
707,psühholoogitädi koostab kohtuekspertiisi eksperdiarvamust,psühholoogionu koostab kohtuekspertiisi eksperdiarvamust,conduct forensic evaluations,F,3,psühholoogi,False
708,psühholoogitädi testib käitumismustrite tuvastamiseks,psühholoogionu testib käitumismustrite tuvastamiseks,test for behavioural patterns,F,3,psühholoogi,False
709,psühholoogitädi rakendab psühholoogilisi eneseabimeetodeid,psühholoogionu rakendab psühholoogilisi eneseabimeetodeid,use psychoeducation,F,3,psühholoogi,False
710,psühholoogitädi tõlgendab psühholoogilisi teste,psühholoogionu tõlgendab psühholoogilisi teste,interpret psychological tests,F,3,psühholoogi,False
711,psühholoogitädi on isikutele mentoriks,psühholoogionu on isikutele mentoriks,mentor individuals,F,3,psühholoogi,False
712,psühholoogitädi jälgib ravi tulemuslikkust,psühholoogionu jälgib ravi tulemuslikkust,monitor therapeutic progress,F,3,psühholoogi,False
713,psühholoogitädi tegeleb väärkohtlemise mõjuga,psühholoogionu tegeleb väärkohtlemise mõjuga,work on the effects of abuse,F,3,psühholoogi,False
714,psühholoogitädi edendab vaimset tervist,psühholoogionu edendab vaimset tervist,promote mental health,F,3,psühholoogi,False
715,psühholoogitädi hindab last psühhiaatriliselt,psühholoogionu hindab last psühhiaatriliselt,carry out psychiatric assessment of child,F,3,psühholoogi,False
716,psühholoogitädi nõustab kliente,psühholoogionu nõustab kliente,counsel clients,F,2,psühholoogi,False
717,raadiotädi kogub saate teema kohta teavet,raadioonu kogub saate teema kohta teavet,gather information on theme of the show,F,5,raadio,True
718,raadiotädi kasutab audio taasesituse tarkvara,raadioonu kasutab audio taasesituse tarkvara,use audio reproduction software,F,4,raadio,False
719,raadiotädi järgib ajalisi märguandeid,raadioonu järgib ajalisi märguandeid,follow time cues,F,3,raadio,False
720,raadiotädi otsib allikatest teavet,raadioonu otsib allikatest teavet,consult information sources,F,3,raadio,True
721,raadiotädi jätab näiteteksti meelde,raadioonu jätab näiteteksti meelde,memorise lines,F,3,raadio,False
722,raadiotädi loeb esialgseid tekste,raadioonu loeb esialgseid tekste,read pre-drafted texts,F,3,raadio,False
723,raadiotädi kontrollib teabe õigsust,raadioonu kontrollib teabe õigsust,check correctness of information,F,3,raadio,True
724,raadiotädi valmistab saateid ette,raadioonu valmistab saateid ette,prepare broadcasts,F,3,raadio,True
725,raadiotädi teeb humoorikaid etteasteid,raadioonu teeb humoorikaid etteasteid,practice humour,F,3,raadio,False
726,raadiotädi harjutab rolli,raadioonu harjutab rolli,rehearse role,F,2,raadio,False
727,raadiotädi jälgib uudiseid,raadioonu jälgib uudiseid,follow the news,F,2,raadio,True
728,raadiotädi intervjueerib inimesi,raadioonu intervjueerib inimesi,interview people,F,2,raadio,True
729,raadiotädi modereerib debatti,raadioonu modereerib debatti,moderate a debate,F,2,raadio,True
730,raadiotädi koostab esitusloendit,raadioonu koostab esitusloendit,compose playlist,F,2,raadio,False
731,raadiotädi arendab programmiideid,raadioonu arendab programmiideid,develop program ideas,F,2,raadio,False
732,raadiotädi valib muusikat,raadioonu valib muusikat,select music,F,2,raadio,False
733,raadiotädi töötab hääleseadjaga,raadioonu töötab hääleseadjaga,work with a voice coach,F,2,raadio,False
734,raamatukogutädi analüüsib raamatukogu kasutajate päringuid,raamatukoguonu analüüsib raamatukogu kasutajate päringuid,analyse library users' queries,F,4,raamatukogu,False
735,raamatukogutädi annab raamatukogu kohta teavet,raamatukoguonu annab raamatukogu kohta teavet,provide library information,F,4,raamatukogu,False
736,raamatukogutädi abistab õppureid raamatukogu kasutamisel,raamatukoguonu abistab õppureid raamatukogu kasutamisel,assist students with library operations,F,4,raamatukogu,False
737,raamatukogutädi suhtleb raamatukogus töötavate kolleegidega,raamatukoguonu suhtleb raamatukogus töötavate kolleegidega,confer with library colleagues,F,4,raamatukogu,False
738,raamatukogutädi abistab raamatukogu sisseseade kavandamisel,raamatukoguonu abistab raamatukogu sisseseade kavandamisel,assist in library facility planning,F,4,raamatukogu,False
739,raamatukogutädi valib uusi hangitavaid raamatukoguesemeid,raamatukoguonu valib uusi hangitavaid raamatukoguesemeid,select new library items to acquire,F,4,raamatukogu,False
740,raamatukogutädi haldab digitaalseid raamatukogusid,raamatukoguonu haldab digitaalseid raamatukogusid,manage digital libraries,F,3,raamatukogu,False
741,raamatukogutädi räägib raamatukogulepinguid läbi,raamatukoguonu räägib raamatukogulepinguid läbi,negotiate library contracts,F,3,raamatukogu,False
742,raamatukogutädi arendab teabeprobleemide lahendusi,raamatukoguonu arendab teabeprobleemide lahendusi,develop solutions to information issues,F,3,raamatukogu,False
743,raamatukogutädi korraldab raamatukogudevahelist laenutamist,raamatukoguonu korraldab raamatukogudevahelist laenutamist,arrange interlibrary loans,F,3,raamatukogu,False
744,raamatukogutädi koostab raamatukogu loendeid,raamatukoguonu koostab raamatukogu loendeid,compile library lists,F,3,raamatukogu,False
745,raamatukogutädi haldab digitaalseid arhiive,raamatukoguonu haldab digitaalseid arhiive,manage digital archives,F,3,raamatukogu,False
746,raamatukogutädi klassifitseerib raamatukogumaterjale,raamatukoguonu klassifitseerib raamatukogumaterjale,classify library materials,F,2,raamatukogu,False
747,raamatukogutädi hooldab raamatukoguvarustust,raamatukoguonu hooldab raamatukoguvarustust,maintain library equipment,F,2,raamatukogu,False
748,rahatädi pakub finantsteenuseid,rahaonu pakub finantsteenuseid,offer financial services,F,2,raha,False
749,rahatädi suhtleb pangandusspetsialistidega,rahaonu suhtleb pangandusspetsialistidega,communicate with banking professionals,F,2,raha,False
750,rahatädi nõustab finantsarvutusi,rahaonu nõustab finantsarvutusi,provide support in financial calculation,F,2,raha,False
751,rahatädi kogub finantsinfot,rahaonu kogub finantsinfot,obtain financial information,F,2,raha,False
752,rahatädi nõustab finantsküsimustes,rahaonu nõustab finantsküsimustes,advise on financial matters,F,2,raha,False
753,registratuuritädi kogub tervishoiuteenuse kasutaja tervise kohta üldandmeid,registratuurionu kogub tervishoiuteenuse kasutaja tervise kohta üldandmeid,collect healthcare user's general data,F,6,registratuuri,False
754,registratuuritädi tagab tervishoiuteenuse kasutaja andmete konfidentsiaalsust,registratuurionu tagab tervishoiuteenuse kasutaja andmete konfidentsiaalsust,maintain healthcare user data confidentiality,F,5,registratuuri,False
755,registratuuritädi kasutab elektrooniliste terviseandmete halduse süsteemi,registratuurionu kasutab elektrooniliste terviseandmete halduse süsteemi,use electronic health records management system,F,5,registratuuri,False
756,registratuuritädi haldab tervishoiuteenuse kasutaja andmeid,registratuurionu haldab tervishoiuteenuse kasutaja andmeid,manage healthcare users' data,F,4,registratuuri,False
757,registratuuritädi vastab patsiendi küsimustele,registratuurionu vastab patsiendi küsimustele,answer patients' questions,F,3,registratuuri,False
758,registratuuritädi tuvastab patsientide terviseandmed,registratuurionu tuvastab patsientide terviseandmed,identify patients' medical records,F,3,registratuuri,False
759,registratuuritädi kontrollib klientide tausta,registratuurionu kontrollib klientide tausta,screen clients,F,3,registratuuri,True
760,registratuuritädi aitab erivajadustega patsienti,registratuurionu aitab erivajadustega patsienti,assist patients with special needs,F,3,registratuuri,False
761,registratuuritädi käsitleb ravikindlustuse kahjunõudeid,registratuurionu käsitleb ravikindlustuse kahjunõudeid,process medical insurance claims,F,3,registratuuri,False
762,registratuuritädi haldab vastuvõtuala,registratuurionu haldab vastuvõtuala,maintain reception area,F,2,registratuuri,True
763,registratuuritädi haldab vastuvõtuaegu,registratuurionu haldab vastuvõtuaegu,administer appointments,F,2,registratuuri,True
764,rekkatädi jälgib mahalaadimist,rekkaonu jälgib mahalaadimist,supervise unloading of cargo,M,2,rekka,False
765,rekkatädi jälgib pealelaadimist,rekkaonu jälgib pealelaadimist,supervise loading of cargo,M,2,rekka,False
766,rekkatädi harjutab äkkpidurdamist,rekkaonu harjutab äkkpidurdamist,practice emergency stops,M,2,rekka,False
767,rekkatädi töötab GPS-süsteemidega,rekkaonu töötab GPS-süsteemidega,operate GPS systems,M,2,rekka,False
768,rekkatädi manööverdab raskeveokeid,rekkaonu manööverdab raskeveokeid,manoeuvre heavy trucks,M,2,rekka,False
769,reklaamitädi kasutab kliendisuhete haldamise tarkvara,reklaamionu kasutab kliendisuhete haldamise tarkvara,use customer relationship management software,M,4,reklaami,False
770,reklaamitädi nõustab kaupade omaduste küsimuses,reklaamionu nõustab kaupade omaduste küsimuses,advise on merchandise features,M,4,reklaami,False
771,reklaamitädi korraldab klientide järelseiret,reklaamionu korraldab klientide järelseiret,implement customer follow-up,M,3,reklaami,False
772,reklaamitädi hangib uusi kliente,reklaamionu hangib uusi kliente,prospect new customers,M,3,reklaami,False
773,reklaamitädi registreerib klientide isikuandmeid,reklaamionu registreerib klientide isikuandmeid,record customers' personal data,M,3,reklaami,False
774,reklaamitädi võtab klientidega ühendust,reklaamionu võtab klientidega ühendust,contact customers,M,3,reklaami,False
775,reklaamitädi jälgib meediaettevõtete uuringutulemusi,reklaamionu jälgib meediaettevõtete uuringutulemusi,monitor media industry research figures,M,3,reklaami,False
776,reklaamitädi korraldab turundust,reklaamionu korraldab turundust,apply social media marketing,M,3,reklaami,False
777,reklaamitädi on sotsiaalmeediaga kursis,reklaamionu on sotsiaalmeediaga kursis,stay up to date with social media,M,3,reklaami,False
778,reklaamitädi analüüsib tarbijate ostusuundumusi,reklaamionu analüüsib tarbijate ostusuundumusi,analyse consumer buying trends,M,3,reklaami,False
779,reklaamitädi jälgib müügijärgseid andmeid,reklaamionu jälgib müügijärgseid andmeid,monitor after sales records,M,3,reklaami,False
780,reklaamitädi analüüsib müüki,reklaamionu analüüsib müüki,carry out sales analysis,M,2,reklaami,False
781,reklaamitädi selgitab müügimotivatsiooni,reklaamionu selgitab müügimotivatsiooni,demonstrate motivation for sales,M,2,reklaami,False
782,reklaamitädi koostab müügiaruandeid,reklaamionu koostab müügiaruandeid,produce sales reports,M,2,reklaami,False
783,reklaamitädi rakendab müügistrateegiaid,reklaamionu rakendab müügistrateegiaid,implement sales strategies,M,2,reklaami,False
784,reklaamitädi dokumenteerib müüki,reklaamionu dokumenteerib müüki,keep records on sales,M,2,reklaami,False
785,reklaamitädi rakendab turundusstrateegiaid,reklaamionu rakendab turundusstrateegiaid,implement marketing strategies,M,2,reklaami,False
786,reklaamitädi esitab müügikõnet,reklaamionu esitab müügikõnet,deliver a sales pitch,M,2,reklaami,False
787,reklaamitädi töötab reklaamispetsialistidega,reklaamionu töötab reklaamispetsialistidega,work with advertising professionals,M,2,reklaami,False
788,reklaamitädi arendab reklaamivahendeid,reklaamionu arendab reklaamivahendeid,develop promotional tools,M,2,reklaami,False
789,reklaamitädi kaardistab meediakanaleid,reklaamionu kaardistab meediakanaleid,perform media outlets research,M,2,reklaami,False
790,reklaamitädi tutvustab reklaaminäidiseid,reklaamionu tutvustab reklaaminäidiseid,provide advertisement samples,M,2,reklaami,False
791,reklaamitädi arendab meediastrateegiat,reklaamionu arendab meediastrateegiat,develop media strategy,M,2,reklaami,False
792,sekretäritädi koostab õiguslikele nõuetele vastavat dokumentatsiooni,sekretärionu koostab õiguslikele nõuetele vastavat dokumentatsiooni,develop documentation in accordance with legal requirements,F,5,sekretäri,False
793,sekretäritädi jälgib töötajate töölt puudumisi,sekretärionu jälgib töötajate töölt puudumisi,monitor staff absences,F,4,sekretäri,False
794,sekretäritädi säilitab ülesannete kohta andmeid,sekretärionu säilitab ülesannete kohta andmeid,keep task records,F,4,sekretäri,False
795,sekretäritädi korraldab kontori igapäevatööd,sekretärionu korraldab kontori igapäevatööd,perform office routine activities,F,3,sekretäri,False
796,sekretäritädi edastab inimestele teateid,sekretärionu edastab inimestele teateid,disseminate messages to people,F,3,sekretäri,False
797,sekretäritädi haldab digitaalseid dokumente,sekretärionu haldab digitaalseid dokumente,manage digital documents,F,3,sekretäri,False
798,sekretäritädi koostab ettevõtte e-kirju,sekretärionu koostab ettevõtte e-kirju,draft corporate emails,F,3,sekretäri,False
799,sekretäritädi valmistab esitlusmaterjale ette,sekretärionu valmistab esitlusmaterjale ette,prepare presentation material,F,3,sekretäri,False
800,sekretäritädi haldab kirjatarvete varusid,sekretärionu haldab kirjatarvete varusid,manage needs for stationery items,F,3,sekretäri,False
801,sekretäritädi koostab kohtumiste aruandeid,sekretärionu koostab kohtumiste aruandeid,write meeting reports,F,3,sekretäri,False
802,sekretäritädi kasutab personaalset organiseerimistarkvara,sekretärionu kasutab personaalset organiseerimistarkvara,use personal organization software,F,3,sekretäri,False
803,sekretäritädi kasutab arvutustabelitarkvara,sekretärionu kasutab arvutustabelitarkvara,use spreadsheets software,F,2,sekretäri,False
804,sekretäritädi levitab siseteatisi,sekretärionu levitab siseteatisi,disseminate internal communications,F,2,sekretäri,False
805,sekretäritädi hooldab sisekommunikatsioonisüsteeme,sekretärionu hooldab sisekommunikatsioonisüsteeme,maintain internal communication systems,F,2,sekretäri,False
806,sekretäritädi registreerib dokumente,sekretärionu registreerib dokumente,file documents,F,2,sekretäri,False
807,sekretäritädi haldab äridokumente,sekretärionu haldab äridokumente,organise business documents,F,2,sekretäri,False
808,sekretäritädi korraldab töökohtumisi,sekretärionu korraldab töökohtumisi,manage personnel agenda,F,2,sekretäri,False
809,sekretäritädi kasutab tekstitöötlustarkvara,sekretärionu kasutab tekstitöötlustarkvara,use word processing software,F,2,sekretäri,False
810,sekretäritädi täidab blankette,sekretärionu täidab blankette,fill out forms,F,2,sekretäri,False
811,sekretäritädi haldab vastuvõtuaegu,sekretärionu haldab vastuvõtuaegu,administer appointments,F,2,sekretäri,True
812,sekretäritädi korraldab töökohtumisi,sekretärionu korraldab töökohtumisi,organise facilities for office personnel,F,2,sekretäri,False
813,sekretäritädi tellib trükitooteid,sekretärionu tellib trükitooteid,place orders for printed paper goods,F,2,sekretäri,False
814,sekretäritädi kasutab kontorisüsteeme,sekretärionu kasutab kontorisüsteeme,use office systems,F,2,sekretäri,False
815,sotsiaaltädi suunab sotsiaalteenuste kasutajaid teiste teenusepakkujate juurde edasi,sotsiaalonu suunab sotsiaalteenuste kasutajaid teiste teenusepakkujate juurde edasi,refer social service users,F,7,sotsiaal,False
816,sotsiaaltädi suurendab kohaliku kogukonna jaoks olulistes valdkondades teadlikkust,sotsiaalonu suurendab kohaliku kogukonna jaoks olulistes valdkondades teadlikkust,raise awareness on local community's priorities,F,7,sotsiaal,False
817,sotsiaaltädi teavitab sõltuvusainete ja alkoholi kuritarvitamisega seotud ohtudest,sotsiaalonu teavitab sõltuvusainete ja alkoholi kuritarvitamisega seotud ohtudest,inform on the risks of substance and alcohol abuse,F,7,sotsiaal,False
818,sotsiaaltädi kaasab teenusekasutajaid ja hooldajaid hoolduse kavandamisesse,sotsiaalonu kaasab teenusekasutajaid ja hooldajaid hoolduse kavandamisesse,involve service users and carers in care planning,F,6,sotsiaal,False
819,sotsiaaltädi peab teenusekasutajale osutatud teenuse kohta dokumentatsiooni,sotsiaalonu peab teenusekasutajale osutatud teenuse kohta dokumentatsiooni,maintain records of work with service users,F,6,sotsiaal,False
820,"sotsiaaltädi võimestab üksikisikuid, peresid ja ühiskonnarühmi","sotsiaalonu võimestab üksikisikuid, peresid ja ühiskonnarühmi","empower individuals, families and groups",F,6,sotsiaal,False
821,sotsiaaltädi toetab sotsiaalteenuste kasutajaid nende rahaasjade ajamises,sotsiaalonu toetab sotsiaalteenuste kasutajaid nende rahaasjade ajamises,support social service users to manage their financial affairs,F,6,sotsiaal,False
822,sotsiaaltädi osaleb üksikisiku kaitses väärkohtlemise vastu,sotsiaalonu osaleb üksikisiku kaitses väärkohtlemise vastu,contribute to protecting individuals from harm,F,5,sotsiaal,False
823,sotsiaaltädi koostab sotsiaalse arengu kohta aruannet,sotsiaalonu koostab sotsiaalse arengu kohta aruannet,report on social development,F,5,sotsiaal,False
824,sotsiaaltädi rajab sotsiaalteenuste kasutajaga abistavat koostöösuhet,sotsiaalonu rajab sotsiaalteenuste kasutajaga abistavat koostöösuhet,build helping relationship with social service users,F,5,sotsiaal,False
825,sotsiaaltädi toetab sotsiaalteenuste kasutajaid elu lõpul,sotsiaalonu toetab sotsiaalteenuste kasutajaid elu lõpul,support social service users at the end of life,F,5,sotsiaal,False
826,sotsiaaltädi hindab kliendi narko- ja alkoholisõltuvust,sotsiaalonu hindab kliendi narko- ja alkoholisõltuvust,assess clients' drug and alcohol addictions,F,5,sotsiaal,False
827,sotsiaaltädi tegeleb kurjategijatega nende käitumise parandamiseks,sotsiaalonu tegeleb kurjategijatega nende käitumise parandamiseks,engage with offenders,F,5,sotsiaal,False
828,sotsiaaltädi nõustab vaimse tervisega seotud küsimustes,sotsiaalonu nõustab vaimse tervisega seotud küsimustes,advise on mental health,F,5,sotsiaal,False
829,sotsiaaltädi toetab sotsiaalteenuste kasutajate kodus elamist,sotsiaalonu toetab sotsiaalteenuste kasutajate kodus elamist,support social service users to live at home,F,5,sotsiaal,False
830,sotsiaaltädi hindab eakate enesega toimetuleku võimekust,sotsiaalonu hindab eakate enesega toimetuleku võimekust,evaluate older adults' ability to take care of themselves,F,5,sotsiaal,False
831,sotsiaaltädi korraldab patsientidele tervishoiu koduteenuste osutamist,sotsiaalonu korraldab patsientidele tervishoiu koduteenuste osutamist,arrange in-home services for patients,F,5,sotsiaal,False
832,sotsiaaltädi teeb tervishoiuteenuse kasutajate sotsiaalvõrgustikuga koostööd,sotsiaalonu teeb tervishoiuteenuse kasutajate sotsiaalvõrgustikuga koostööd,work with healthcare users' social network,F,5,sotsiaal,False
833,sotsiaaltädi toetab üksikisikuid füüsilise puudega kohanemisel,sotsiaalonu toetab üksikisikuid füüsilise puudega kohanemisel,support individuals to adjust to physical disability,F,5,sotsiaal,False
834,sotsiaaltädi rakendab sotsiaalteenuste kasutajatega tegelemisel rühmategevust,sotsiaalonu rakendab sotsiaalteenuste kasutajatega tegelemisel rühmategevust,work with social service users in a group,F,5,sotsiaal,False
835,sotsiaaltädi toetab rändaja vastuvõtvas riigis integreerumist,sotsiaalonu toetab rändaja vastuvõtvas riigis integreerumist,support migrants to integrate in the receiving country,F,5,sotsiaal,False
836,sotsiaaltädi osutab kogukonna arengut soodustavaid teenuseid,sotsiaalonu osutab kogukonna arengut soodustavaid teenuseid,provide community development services,F,5,sotsiaal,False
837,sotsiaaltädi lahendab akadeemilist edasijõudmist takistavaid probleeme,sotsiaalonu lahendab akadeemilist edasijõudmist takistavaid probleeme,tackle issues that block academic progress,F,5,sotsiaal,False
838,sotsiaaltädi kaitseb sotsiaalteenuse haavatavaid kasutajaid,sotsiaalonu kaitseb sotsiaalteenuse haavatavaid kasutajaid,protect vulnerable social service users,F,4,sotsiaal,False
839,sotsiaaltädi osutab sotsiaalteenuseid mitmesugustes kultuurikogukondades,sotsiaalonu osutab sotsiaalteenuseid mitmesugustes kultuurikogukondades,deliver social services in diverse cultural communities,F,4,sotsiaal,False
840,sotsiaaltädi seisab sotsiaalteenuste kasutajate eest,sotsiaalonu seisab sotsiaalteenuste kasutajate eest,advocate for social service users,F,4,sotsiaal,False
841,sotsiaaltädi selgitab sotsiaalteenuse kasutajale õigusakte,sotsiaalonu selgitab sotsiaalteenuse kasutajale õigusakte,make legislation transparent for users of social services,F,4,sotsiaal,False
842,sotsiaaltädi hindab sotsiaalteenuste kasutajate elusituatsiooni,sotsiaalonu hindab sotsiaalteenuste kasutajate elusituatsiooni,assess social service users' situation,F,4,sotsiaal,False
843,sotsiaaltädi vaatab sotsiaalteenuste kava läbi,sotsiaalonu vaatab sotsiaalteenuste kava läbi,review social service plan,F,4,sotsiaal,False
844,sotsiaaltädi rakendab tänaval sekkumist sotsiaaltöös,sotsiaalonu rakendab tänaval sekkumist sotsiaaltöös,perform street interventions in social work,F,4,sotsiaal,False
845,sotsiaaltädi annab kooliteenuste kohta teavet,sotsiaalonu annab kooliteenuste kohta teavet,provide information on school services,F,4,sotsiaal,False
846,sotsiaaltädi toetab inimõiguste rikkumiste ohvreid,sotsiaalonu toetab inimõiguste rikkumiste ohvreid,support victims of human rights violations,F,4,sotsiaal,False
847,sotsiaaltädi töötab avalikkuse kaasamise jaoks,sotsiaalonu töötab avalikkuse kaasamise jaoks,work for public inclusion,F,4,sotsiaal,False
848,sotsiaaltädi suhtleb nooruki heaolu teemal,sotsiaalonu suhtleb nooruki heaolu teemal,communicate about youth's well-being,F,4,sotsiaal,False
849,sotsiaaltädi edendab kohaliku kogukonna noorsootööd,sotsiaalonu edendab kohaliku kogukonna noorsootööd,promote youth work in the local community,F,4,sotsiaal,False
850,sotsiaaltädi toetab noorte positiivset ellusuhtumist,sotsiaalonu toetab noorte positiivset ellusuhtumist,support the positiveness of youths,F,4,sotsiaal,False
851,sotsiaaltädi aitab klienti leinaga toimetulekul,sotsiaalonu aitab klienti leinaga toimetulekul,help clients cope with grief,F,4,sotsiaal,False
852,sotsiaaltädi arutleb teadusuuringute ettepanekute üle,sotsiaalonu arutleb teadusuuringute ettepanekute üle,discuss research proposals,F,4,sotsiaal,False
853,sotsiaaltädi edendab humanitaarabi programmide rakendamist,sotsiaalonu edendab humanitaarabi programmide rakendamist,handle humanitarian response programs,F,4,sotsiaal,False
854,sotsiaaltädi nõustab sotsiaalse ettevõtluse küsimustes,sotsiaalonu nõustab sotsiaalse ettevõtluse küsimustes,advise on social enterprise,F,4,sotsiaal,False
855,sotsiaaltädi nõustab konfliktide lahendamise küsimuses,sotsiaalonu nõustab konfliktide lahendamise küsimuses,advise on conflict management,F,4,sotsiaal,False
856,sotsiaaltädi abistab erivajadusega lapsi haridusasutustes,sotsiaalonu abistab erivajadusega lapsi haridusasutustes,assist children with special needs in education settings,F,4,sotsiaal,False
857,sotsiaaltädi teeb oskuste puudust kindlaks,sotsiaalonu teeb oskuste puudust kindlaks,identify skills gaps,F,4,sotsiaal,False
858,sotsiaaltädi nõustab terminaalse hoolduse küsimustes,sotsiaalonu nõustab terminaalse hoolduse küsimustes,counsel on end-of-life care,F,4,sotsiaal,False
